var,all_models_p_05,all_models_coef_pos_05,all_models_coef_neg_05,all_models_coef_min_05,all_models_coef_max_05,all_models_p_01,all_models_coef_pos_01,all_models_coef_neg_01,all_models_coef_min_01,all_models_coef_max_01,var,Y_models_p_05,Y_models_coef_pos_05,Y_models_coef_neg_05,Y_models_coef_min_05,Y_models_coef_max_05,Y_models_p_01,Y_models_coef_pos_01,Y_models_coef_neg_01,Y_models_coef_min_01,Y_models_coef_max_01,var,Q_models_p_05,Q_models_coef_pos_05,Q_models_coef_neg_05,Q_models_coef_min_05,Q_models_coef_max_05,Q_models_p_01,Q_models_coef_pos_01,Q_models_coef_neg_01,Q_models_coef_min_01,Q_models_coef_max_01,var,B_models_p_05,B_models_coef_pos_05,B_models_coef_neg_05,B_models_coef_min_05,B_models_coef_max_05,B_models_p_01,B_models_coef_pos_01,B_models_coef_neg_01,B_models_coef_min_01,B_models_coef_max_01,var,C_models_p_05,C_models_coef_pos_05,C_models_coef_neg_05,C_models_coef_min_05,C_models_coef_max_05,C_models_p_01,C_models_coef_pos_01,C_models_coef_neg_01,C_models_coef_min_01,C_models_coef_max_01,var,V_models_p_05,V_models_coef_pos_05,V_models_coef_neg_05,V_models_coef_min_05,V_models_coef_max_05,V_models_p_01,V_models_coef_pos_01,V_models_coef_neg_01,V_models_coef_min_01,V_models_coef_max_01,var,SSV_models_p_05,SSV_models_coef_pos_05,SSV_models_coef_neg_05,SSV_models_coef_min_05,SSV_models_coef_max_05,SSV_models_p_01,SSV_models_coef_pos_01,SSV_models_coef_neg_01,SSV_models_coef_min_01,SSV_models_coef_max_01,var,PP_models_p_05,PP_models_coef_pos_05,PP_models_coef_neg_05,PP_models_coef_min_05,PP_models_coef_max_05,PP_models_p_01,PP_models_coef_pos_01,PP_models_coef_neg_01,PP_models_coef_min_01,PP_models_coef_max_01,var,l1_models_p_05,l1_models_coef_pos_05,l1_models_coef_neg_05,l1_models_coef_min_05,l1_models_coef_max_05,l1_models_p_01,l1_models_coef_pos_01,l1_models_coef_neg_01,l1_models_coef_min_01,l1_models_coef_max_01,var,l2_models_p_05,l2_models_coef_pos_05,l2_models_coef_neg_05,l2_models_coef_min_05,l2_models_coef_max_05,l2_models_p_01,l2_models_coef_pos_01,l2_models_coef_neg_01,l2_models_coef_min_01,l2_models_coef_max_01,var,l3_models_p_05,l3_models_coef_pos_05,l3_models_coef_neg_05,l3_models_coef_min_05,l3_models_coef_max_05,l3_models_p_01,l3_models_coef_pos_01,l3_models_coef_neg_01,l3_models_coef_min_01,l3_models_coef_max_01,var,l4_models_p_05,l4_models_coef_pos_05,l4_models_coef_neg_05,l4_models_coef_min_05,l4_models_coef_max_05,l4_models_p_01,l4_models_coef_pos_01,l4_models_coef_neg_01,l4_models_coef_min_01,l4_models_coef_max_01
sp75_1100_2,9,9,0,1.000222,1.058603,6,6,0,1.000621,1.058603,sp75_1100_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1100_2,9,9,0,1.000222,1.058603,6,6,0,1.000621,1.058603,sp75_1100_2,4,4,0,1.000881,1.058603,3,3,0,1.022977,1.058603,sp75_1100_2,5,5,0,1.000222,1.0555,3,3,0,1.000621,1.027562,sp75_1100_2,5,5,0,1.011958,1.058603,5,5,0,1.011958,1.058603,sp75_1100_2,1,1,0,1.0555,1.0555,0,0,0,NA,NA,sp75_1100_2,3,3,0,1.000222,1.000881,1,1,0,1.000621,1.000621,sp75_1100_2,4,4,0,1.000621,1.058564,3,3,0,1.000621,1.058564,sp75_1100_2,2,2,0,1.000881,1.058603,1,1,0,1.058603,1.058603,sp75_1100_2,1,1,0,1.000222,1.000222,0,0,0,NA,NA,sp75_1100_2,2,2,0,1.011958,1.022977,2,2,0,1.011958,1.022977
sp75_1101_20,13,3,10,3.22E-11,1.517174,6,0,6,3.22E-11,0.9945262,sp75_1101_20,5,3,2,0.6964993,1.517174,1,0,1,0.6964993,0.6964993,sp75_1101_20,8,0,8,3.22E-11,0.9945262,5,0,5,3.22E-11,0.9945262,sp75_1101_20,5,3,2,0.1079171,1.517174,1,0,1,0.9873204,0.9873204,sp75_1101_20,8,0,8,3.22E-11,0.9945262,5,0,5,3.22E-11,0.9945262,sp75_1101_20,4,2,2,0.1079171,1.517174,0,0,0,NA,NA,sp75_1101_20,5,0,5,3.22E-11,0.809236,3,0,3,3.22E-11,0.6964993,sp75_1101_20,4,1,3,0.7431607,1.027494,3,0,3,0.7431607,0.9945262,sp75_1101_20,5,0,5,3.22E-11,0.7431607,3,0,3,3.22E-11,0.7431607,sp75_1101_20,3,1,2,9.69E-10,1.027494,1,0,1,9.69E-10,9.69E-10,sp75_1101_20,4,1,3,0.809236,1.517174,2,0,2,0.9873204,0.9945262,sp75_1101_20,1,1,0,1.349407,1.349407,0,0,0,NA,NA
sp75_1102,6,0,6,0.799497,0.9485533,2,0,2,0.8666329,0.9485533,sp75_1102,1,0,1,0.9485533,0.9485533,1,0,1,0.9485533,0.9485533,sp75_1102,5,0,5,0.799497,0.9127037,1,0,1,0.8666329,0.8666329,sp75_1102,3,0,3,0.799497,0.8715922,0,0,0,NA,NA,sp75_1102,3,0,3,0.8666329,0.9485533,2,0,2,0.8666329,0.9485533,sp75_1102,2,0,2,0.8715922,0.9127037,0,0,0,NA,NA,sp75_1102,4,0,4,0.799497,0.9485533,2,0,2,0.8666329,0.9485533,sp75_1102,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1102,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1102,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1102,3,0,3,0.799497,0.9127037,0,0,0,NA,NA,sp75_1102,3,0,3,0.8489286,0.9485533,2,0,2,0.8666329,0.9485533
sp75_1103_4,3,3,0,1.0259,1.072329,0,0,0,NA,NA,sp75_1103_4,2,2,0,1.0259,1.072329,0,0,0,NA,NA,sp75_1103_4,1,1,0,1.040011,1.040011,0,0,0,NA,NA,sp75_1103_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1103_4,3,3,0,1.0259,1.072329,0,0,0,NA,NA,sp75_1103_4,1,1,0,1.040011,1.040011,0,0,0,NA,NA,sp75_1103_4,2,2,0,1.0259,1.072329,0,0,0,NA,NA,sp75_1103_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1103_4,2,2,0,1.040011,1.072329,0,0,0,NA,NA,sp75_1103_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1103_4,1,1,0,1.0259,1.0259,0,0,0,NA,NA,sp75_1103_4,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1104,3,0,3,0.8851686,0.996918,2,0,2,0.9950237,0.996918,sp75_1104,1,0,1,0.996918,0.996918,1,0,1,0.996918,0.996918,sp75_1104,2,0,2,0.8851686,0.9950237,1,0,1,0.9950237,0.9950237,sp75_1104,3,0,3,0.8851686,0.996918,2,0,2,0.9950237,0.996918,sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1104,1,0,1,0.8851686,0.8851686,0,0,0,NA,NA,sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1104,2,0,2,0.9950237,0.996918,2,0,2,0.9950237,0.996918,sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1104,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1104,3,0,3,0.8851686,0.996918,2,0,2,0.9950237,0.996918
sp75_1106,3,3,0,1.007289,1.446185,0,0,0,NA,NA,sp75_1106,1,1,0,1.037463,1.037463,0,0,0,NA,NA,sp75_1106,2,2,0,1.007289,1.446185,0,0,0,NA,NA,sp75_1106,2,2,0,1.007289,1.446185,0,0,0,NA,NA,sp75_1106,1,1,0,1.037463,1.037463,0,0,0,NA,NA,sp75_1106,2,2,0,1.037463,1.446185,0,0,0,NA,NA,sp75_1106,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106,1,1,0,1.007289,1.007289,0,0,0,NA,NA,sp75_1106,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106,2,2,0,1.007289,1.446185,0,0,0,NA,NA,sp75_1106,1,1,0,1.037463,1.037463,0,0,0,NA,NA
sp75_1106_2,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,sp75_1106_2,1,0,1,0.9869407,0.9869407,0,0,0,NA,NA,sp75_1106_2,1,0,1,0.949193,0.949193,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,sp75_1106_2,2,0,2,0.949193,0.9869407,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_2,2,0,2,0.949193,0.9869407,0,0,0,NA,NA
sp75_1106_3,10,10,0,1.00078,1.229151,5,5,0,1.00078,1.113099,sp75_1106_3,3,3,0,1.019596,1.070868,2,2,0,1.030709,1.070868,sp75_1106_3,7,7,0,1.00078,1.229151,3,3,0,1.00078,1.113099,sp75_1106_3,4,4,0,1.001522,1.229151,0,0,0,NA,NA,sp75_1106_3,6,6,0,1.00078,1.113099,5,5,0,1.00078,1.113099,sp75_1106_3,3,3,0,1.030709,1.090204,2,2,0,1.030709,1.035226,sp75_1106_3,5,5,0,1.019596,1.229151,2,2,0,1.070868,1.113099,sp75_1106_3,2,2,0,1.00078,1.001522,1,1,0,1.00078,1.00078,sp75_1106_3,6,6,0,1.00078,1.229151,4,4,0,1.00078,1.070868,sp75_1106_3,3,3,0,1.001522,1.188759,1,1,0,1.113099,1.113099,sp75_1106_3,1,1,0,1.019596,1.019596,0,0,0,NA,NA,sp75_1106_3,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1106_4,2,2,0,1.006321,1.195765,0,0,0,NA,NA,sp75_1106_4,2,2,0,1.006321,1.195765,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,2,2,0,1.006321,1.195765,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,1,1,0,1.195765,1.195765,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,1,1,0,1.006321,1.006321,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_4,2,2,0,1.006321,1.195765,0,0,0,NA,NA
sp75_1106_5,3,0,3,0.7299731,0.9983862,1,0,1,0.9983862,0.9983862,sp75_1106_5,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862,sp75_1106_5,2,0,2,0.7299731,0.8377085,0,0,0,NA,NA,sp75_1106_5,3,0,3,0.7299731,0.9983862,1,0,1,0.9983862,0.9983862,sp75_1106_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_5,1,0,1,0.8377085,0.8377085,0,0,0,NA,NA,sp75_1106_5,1,0,1,0.7299731,0.7299731,0,0,0,NA,NA,sp75_1106_5,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862,sp75_1106_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_5,2,0,2,0.7299731,0.8377085,0,0,0,NA,NA,sp75_1106_5,1,0,1,0.9983862,0.9983862,1,0,1,0.9983862,0.9983862
sp75_1106_6,3,2,1,0.4621971,1.021036,1,1,0,1.012051,1.012051,sp75_1106_6,2,1,1,0.4621971,1.012051,1,1,0,1.012051,1.012051,sp75_1106_6,1,1,0,1.021036,1.021036,0,0,0,NA,NA,sp75_1106_6,1,0,1,0.4621971,0.4621971,0,0,0,NA,NA,sp75_1106_6,2,2,0,1.012051,1.021036,1,1,0,1.012051,1.012051,sp75_1106_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_6,1,0,1,0.4621971,0.4621971,0,0,0,NA,NA,sp75_1106_6,2,2,0,1.012051,1.021036,1,1,0,1.012051,1.012051,sp75_1106_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1106_6,3,2,1,0.4621971,1.021036,1,1,0,1.012051,1.012051
sp75_1107_14,14,13,1,9.01E-06,20.21362,9,8,1,9.01E-06,3.082204,sp75_1107_14,4,4,0,1.002615,1.993964,2,2,0,1.360676,1.993964,sp75_1107_14,10,9,1,9.01E-06,20.21362,7,6,1,9.01E-06,3.082204,sp75_1107_14,3,2,1,9.01E-06,20.21362,1,0,1,9.01E-06,9.01E-06,sp75_1107_14,11,11,0,1.002615,3.082204,8,8,0,1.009827,3.082204,sp75_1107_14,4,4,0,1.360676,20.21362,2,2,0,1.360676,2.64078,sp75_1107_14,6,5,1,9.01E-06,3.082204,5,4,1,9.01E-06,3.082204,sp75_1107_14,4,4,0,1.002615,1.027147,2,2,0,1.009827,1.010408,sp75_1107_14,4,4,0,1.009827,3.082204,3,3,0,1.009827,3.082204,sp75_1107_14,1,1,0,2.892507,2.892507,1,1,0,2.892507,2.892507,sp75_1107_14,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1107_14,9,8,1,9.01E-06,20.21362,5,4,1,9.01E-06,2.643272
sp75_1400,3,2,1,0.9968455,3.292583,0,0,0,NA,NA,sp75_1400,2,2,0,1.000506,3.292583,0,0,0,NA,NA,sp75_1400,1,0,1,0.9968455,0.9968455,0,0,0,NA,NA,sp75_1400,1,1,0,3.292583,3.292583,0,0,0,NA,NA,sp75_1400,2,1,1,0.9968455,1.000506,0,0,0,NA,NA,sp75_1400,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400,1,1,0,3.292583,3.292583,0,0,0,NA,NA,sp75_1400,2,1,1,0.9968455,1.000506,0,0,0,NA,NA,sp75_1400,2,1,1,0.9968455,3.292583,0,0,0,NA,NA,sp75_1400,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400,1,1,0,1.000506,1.000506,0,0,0,NA,NA
sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_1,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1400_2,3,1,2,4.89E-07,1.018297,1,0,1,4.89E-07,4.89E-07,sp75_1400_2,2,1,1,0.4120115,1.018297,0,0,0,NA,NA,sp75_1400_2,1,0,1,4.89E-07,4.89E-07,1,0,1,4.89E-07,4.89E-07,sp75_1400_2,2,1,1,4.89E-07,1.018297,1,0,1,4.89E-07,4.89E-07,sp75_1400_2,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,sp75_1400_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_2,2,0,2,4.89E-07,0.4120115,1,0,1,4.89E-07,4.89E-07,sp75_1400_2,1,1,0,1.018297,1.018297,0,0,0,NA,NA,sp75_1400_2,1,0,1,0.4120115,0.4120115,0,0,0,NA,NA,sp75_1400_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_2,2,1,1,4.89E-07,1.018297,1,0,1,4.89E-07,4.89E-07
sp75_1400_3,3,1,2,0.7981741,1.00275,0,0,0,NA,NA,sp75_1400_3,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA,sp75_1400_3,1,1,0,1.00275,1.00275,0,0,0,NA,NA,sp75_1400_3,2,1,1,0.7981741,1.00275,0,0,0,NA,NA,sp75_1400_3,1,0,1,0.9501973,0.9501973,0,0,0,NA,NA,sp75_1400_3,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_3,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA,sp75_1400_3,1,1,0,1.00275,1.00275,0,0,0,NA,NA,sp75_1400_3,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_3,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_3,1,1,0,1.00275,1.00275,0,0,0,NA,NA,sp75_1400_3,2,0,2,0.7981741,0.9501973,0,0,0,NA,NA
sp75_1400_4,5,0,5,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,sp75_1400_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_4,5,0,5,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,sp75_1400_4,3,0,3,0.7510656,0.9917468,0,0,0,NA,NA,sp75_1400_4,2,0,2,0.4312047,0.9967058,1,0,1,0.4312047,0.4312047,sp75_1400_4,1,0,1,0.7510656,0.7510656,0,0,0,NA,NA,sp75_1400_4,1,0,1,0.4312047,0.4312047,1,0,1,0.4312047,0.4312047,sp75_1400_4,3,0,3,0.9897635,0.9967058,0,0,0,NA,NA,sp75_1400_4,1,0,1,0.4312047,0.4312047,1,0,1,0.4312047,0.4312047,sp75_1400_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1400_4,1,0,1,0.9917468,0.9917468,0,0,0,NA,NA,sp75_1400_4,3,0,3,0.7510656,0.9967058,0,0,0,NA,NA
sp75_1401,7,4,3,0.2000055,11.51416,3,2,1,0.9551005,11.51416,sp75_1401,2,1,1,0.9551005,1.008585,1,0,1,0.9551005,0.9551005,sp75_1401,5,3,2,0.2000055,11.51416,2,2,0,1.039647,11.51416,sp75_1401,6,3,3,0.2000055,11.51416,3,2,1,0.9551005,11.51416,sp75_1401,1,1,0,1.008585,1.008585,0,0,0,NA,NA,sp75_1401,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401,3,2,1,0.2000055,11.51416,1,1,0,11.51416,11.51416,sp75_1401,4,2,2,0.9551005,1.039647,2,1,1,0.9551005,1.039647,sp75_1401,3,1,2,0.2000055,1.008585,0,0,0,NA,NA,sp75_1401,2,2,0,1.039647,11.51416,2,2,0,1.039647,11.51416,sp75_1401,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401,2,1,1,0.9551005,3.828213,1,0,1,0.9551005,0.9551005
sp75_1401_1,3,1,2,0.5665966,1.023219,1,0,1,0.7887979,0.7887979,sp75_1401_1,1,0,1,0.7887979,0.7887979,1,0,1,0.7887979,0.7887979,sp75_1401_1,2,1,1,0.5665966,1.023219,0,0,0,NA,NA,sp75_1401_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401_1,3,1,2,0.5665966,1.023219,1,0,1,0.7887979,0.7887979,sp75_1401_1,2,0,2,0.5665966,0.7887979,1,0,1,0.7887979,0.7887979,sp75_1401_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401_1,1,1,0,1.023219,1.023219,0,0,0,NA,NA,sp75_1401_1,1,1,0,1.023219,1.023219,0,0,0,NA,NA,sp75_1401_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401_1,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1401_1,2,0,2,0.5665966,0.7887979,1,0,1,0.7887979,0.7887979
sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,1,0,1,0.5385429,0.5385429,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1402_2,0,0,0,NA,NA,0,0,0,NA,NA
sp75_1403_10,8,8,0,1.000142,1.638101,2,2,0,1.000142,1.001983,sp75_1403_10,5,5,0,1.000142,1.638101,1,1,0,1.000142,1.000142,sp75_1403_10,3,3,0,1.001983,1.038263,1,1,0,1.001983,1.001983,sp75_1403_10,5,5,0,1.001983,1.638101,1,1,0,1.001983,1.001983,sp75_1403_10,3,3,0,1.000142,1.014279,1,1,0,1.000142,1.000142,sp75_1403_10,4,4,0,1.004443,1.208075,0,0,0,NA,NA,sp75_1403_10,2,2,0,1.395262,1.638101,0,0,0,NA,NA,sp75_1403_10,2,2,0,1.000142,1.001983,2,2,0,1.000142,1.001983,sp75_1403_10,2,2,0,1.208075,1.395262,0,0,0,NA,NA,sp75_1403_10,1,1,0,1.638101,1.638101,0,0,0,NA,NA,sp75_1403_10,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_10,5,5,0,1.000142,1.038263,2,2,0,1.000142,1.001983
sp75_1403_11,6,6,0,1.669317,1603.086,5,5,0,1.819273,1603.086,sp75_1403_11,3,3,0,1.669317,3.277519,2,2,0,1.955738,3.277519,sp75_1403_11,3,3,0,1.819273,1603.086,3,3,0,1.819273,1603.086,sp75_1403_11,1,1,0,1603.086,1603.086,1,1,0,1603.086,1603.086,sp75_1403_11,5,5,0,1.669317,3.277519,4,4,0,1.819273,3.277519,sp75_1403_11,1,1,0,1.955738,1.955738,1,1,0,1.955738,1.955738,sp75_1403_11,5,5,0,1.669317,1603.086,4,4,0,1.819273,1603.086,sp75_1403_11,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_11,2,2,0,1.875466,1.955738,2,2,0,1.875466,1.955738,sp75_1403_11,2,2,0,1.819273,3.277519,2,2,0,1.819273,3.277519,sp75_1403_11,1,1,0,1.669317,1.669317,0,0,0,NA,NA,sp75_1403_11,1,1,0,1603.086,1603.086,1,1,0,1603.086,1603.086
sp75_1403_3,9,0,9,1.42E-06,0.9948265,4,0,4,1.42E-06,0.9933935,sp75_1403_3,4,0,4,0.6465241,0.9933935,1,0,1,0.9933935,0.9933935,sp75_1403_3,5,0,5,1.42E-06,0.9948265,3,0,3,1.42E-06,0.6239574,sp75_1403_3,1,0,1,1.42E-06,1.42E-06,1,0,1,1.42E-06,1.42E-06,sp75_1403_3,8,0,8,0.356061,0.9948265,3,0,3,0.3921949,0.9933935,sp75_1403_3,3,0,3,0.6239574,0.8769998,1,0,1,0.6239574,0.6239574,sp75_1403_3,4,0,4,1.42E-06,0.7410035,2,0,2,1.42E-06,0.3921949,sp75_1403_3,2,0,2,0.9933935,0.9948265,1,0,1,0.9933935,0.9933935,sp75_1403_3,2,0,2,0.356061,0.6465241,0,0,0,NA,NA,sp75_1403_3,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_3,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_3,7,0,7,1.42E-06,0.9948265,4,0,4,1.42E-06,0.9933935
sp75_1403_4,4,4,0,1.205224,31.32036,3,3,0,1.369132,31.32036,sp75_1403_4,2,2,0,1.205224,1.369132,1,1,0,1.369132,1.369132,sp75_1403_4,2,2,0,1.494905,31.32036,2,2,0,1.494905,31.32036,sp75_1403_4,1,1,0,31.32036,31.32036,1,1,0,31.32036,31.32036,sp75_1403_4,3,3,0,1.205224,1.494905,2,2,0,1.369132,1.494905,sp75_1403_4,2,2,0,1.205224,1.494905,1,1,0,1.494905,1.494905,sp75_1403_4,2,2,0,1.369132,31.32036,2,2,0,1.369132,31.32036,sp75_1403_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_4,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_4,1,1,0,1.205224,1.205224,0,0,0,NA,NA,sp75_1403_4,3,3,0,1.369132,31.32036,3,3,0,1.369132,31.32036
sp75_1403_5,2,0,2,0.9836856,0.997936,0,0,0,NA,NA,sp75_1403_5,1,0,1,0.997936,0.997936,0,0,0,NA,NA,sp75_1403_5,1,0,1,0.9836856,0.9836856,0,0,0,NA,NA,sp75_1403_5,1,0,1,0.9836856,0.9836856,0,0,0,NA,NA,sp75_1403_5,1,0,1,0.997936,0.997936,0,0,0,NA,NA,sp75_1403_5,2,0,2,0.9836856,0.997936,0,0,0,NA,NA,sp75_1403_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_5,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_5,2,0,2,0.9836856,0.997936,0,0,0,NA,NA
sp75_1403_6,4,0,4,0.959443,0.9994421,2,0,2,0.959443,0.9994421,sp75_1403_6,1,0,1,0.959443,0.959443,1,0,1,0.959443,0.959443,sp75_1403_6,3,0,3,0.9755858,0.9994421,1,0,1,0.9994421,0.9994421,sp75_1403_6,3,0,3,0.959443,0.9994421,2,0,2,0.959443,0.9994421,sp75_1403_6,1,0,1,0.9755858,0.9755858,0,0,0,NA,NA,sp75_1403_6,2,0,2,0.9755858,0.9779784,0,0,0,NA,NA,sp75_1403_6,1,0,1,0.959443,0.959443,1,0,1,0.959443,0.959443,sp75_1403_6,1,0,1,0.9994421,0.9994421,1,0,1,0.9994421,0.9994421,sp75_1403_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_6,1,0,1,0.9755858,0.9755858,0,0,0,NA,NA,sp75_1403_6,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_6,3,0,3,0.959443,0.9994421,2,0,2,0.959443,0.9994421
sp75_1403_7,3,0,3,0.8251088,0.9867773,0,0,0,NA,NA,sp75_1403_7,2,0,2,0.9315371,0.9867773,0,0,0,NA,NA,sp75_1403_7,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,sp75_1403_7,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,sp75_1403_7,2,0,2,0.9315371,0.9867773,0,0,0,NA,NA,sp75_1403_7,3,0,3,0.8251088,0.9867773,0,0,0,NA,NA,sp75_1403_7,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_7,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_7,1,0,1,0.9315371,0.9315371,0,0,0,NA,NA,sp75_1403_7,0,0,0,NA,NA,0,0,0,NA,NA,sp75_1403_7,1,0,1,0.8251088,0.8251088,0,0,0,NA,NA,sp75_1403_7,1,0,1,0.9867773,0.9867773,0,0,0,NA,NA
